date,Alternativet,Dansk Folkeparti,Det Konservative Folkeparti,Enhedslisten,Kristendemokraterne,Liberal Alliance,Nye Borgerlige,Radikale Venstre,Socialdemokratiet,Socialistisk Folkeparti,Venstre,Borgernes Parti,Danmarksdemokraterne,Frie Grønne,Moderaterne,Alternativet_lower,Dansk Folkeparti_lower,Det Konservative Folkeparti_lower,Enhedslisten_lower,Kristendemokraterne_lower,Liberal Alliance_lower,Nye Borgerlige_lower,Radikale Venstre_lower,Socialdemokratiet_lower,Socialistisk Folkeparti_lower,Venstre_lower,Borgernes Parti_lower,Danmarksdemokraterne_lower,Frie Grønne_lower,Moderaterne_lower,Alternativet_upper,Dansk Folkeparti_upper,Det Konservative Folkeparti_upper,Enhedslisten_upper,Kristendemokraterne_upper,Liberal Alliance_upper,Nye Borgerlige_upper,Radikale Venstre_upper,Socialdemokratiet_upper,Socialistisk Folkeparti_upper,Venstre_upper,Borgernes Parti_upper,Danmarksdemokraterne_upper,Frie Grønne_upper,Moderaterne_upper
2022-11-01,3.0789447,2.5102377,5.41464,5.256775,0.47011682,7.9598813,3.6422749,3.7972982,27.943686,8.449646,13.850949,0.010556842,7.7687373,0.67705303,9.169214,2.6468065,2.150243,4.7922993,4.6821623,0.33159032,7.200661,3.137961,3.3412833,26.18626,7.6110997,12.652011,0.00696811,7.007653,0.5223858,8.307333,3.532375,2.900112,6.0571685,5.881225,0.63501066,8.754252,4.1958947,4.285225,29.710938,9.319454,15.118943,0.015022137,8.584925,0.8583832,10.099922
2022-11-02,3.0703456,2.516676,5.406642,5.275805,0.46935862,7.9885335,3.6403437,3.7979846,27.929535,8.480527,13.841206,0.010552628,7.7707844,0.67051554,9.1311865,2.6446397,2.1530735,4.7513695,4.6653876,0.3318475,7.1788335,3.10997,3.3202007,25.969728,7.5993786,12.562713,0.0069776406,6.965635,0.5157513,8.228484,3.5511334,2.918952,6.110863,5.949508,0.637581,8.849823,4.204572,4.3006377,29.839281,9.415087,15.207127,0.01504221,8.644878,0.8487349,10.099963
2022-11-03,3.0613801,2.523775,5.397985,5.2958236,0.4683585,8.008693,3.6404648,3.7985504,27.920067,8.508875,13.828619,0.010555565,7.7768855,0.6640911,9.095881,2.63454,2.1517472,4.7261624,4.661385,0.33165824,7.152887,3.1004858,3.3162024,25.808834,7.590404,12.480733,0.0069982614,6.9253063,0.5104362,8.15154,3.5378885,2.927154,6.135597,5.9927588,0.6352913,8.920429,4.218626,4.320759,30.005238,9.480659,15.222059,0.015048853,8.700713,0.84326714,10.125959
2022-11-04,3.0541365,2.5290473,5.3880653,5.3147225,0.4675658,8.037831,3.6371272,3.7980542,27.91042,8.537632,13.813856,0.010560613,7.77917,0.6581892,9.063625,2.6158593,2.1405737,4.706648,4.654848,0.3296524,7.1165867,3.0889416,3.3046238,25.687572,7.5670547,12.417088,0.0070216847,6.88892,0.50484216,8.072377,3.5462828,2.951036,6.1359653,6.026756,0.63536227,8.984856,4.229509,4.328155,30.071514,9.556981,15.287521,0.015000535,8.753304,0.83625746,10.124474
2022-11-05,3.0482275,2.5354004,5.3760386,5.3339853,0.46721035,8.066833,3.6350853,3.7984715,27.898434,8.569334,13.796913,0.010562344,7.782703,0.652074,9.028727,2.6089041,2.1361742,4.6864552,4.651727,0.32824278,7.1113997,3.0762491,3.292733,25.56465,7.554331,12.355415,0.0070217983,6.83515,0.50119096,7.994464,3.5407157,2.9688938,6.1390104,6.061614,0.6337494,9.055646,4.2426023,4.3388977,30.21687,9.639776,15.322858,0.014934709,8.8019905,0.8257973,10.124359
2022-11-06,3.042406,2.5425744,5.364134,5.351401,0.46646646,8.1014,3.6297963,3.7960682,27.887434,8.603924,13.785325,0.010565706,7.7828226,0.6458517,8.989832,2.6029472,2.1462498,4.6474524,4.641209,0.32757014,7.1090503,3.0593016,3.284963,25.465572,7.55627,12.311013,0.007066896,6.828756,0.49449828,7.933437,3.534154,2.9803362,6.1301837,6.0993414,0.63618153,9.150183,4.2474527,4.351398,30.33266,9.690309,15.365018,0.014845545,8.804275,0.820319,10.107033
2022-11-07,3.0347853,2.551629,5.351059,5.371331,0.46558312,8.131734,3.6283667,3.7963352,27.87369,8.634828,13.774939,0.010567599,7.783436,0.6397563,8.951959,2.5805376,2.1506557,4.623587,4.649,0.32605597,7.1058846,3.0542867,3.2730055,25.387577,7.577733,12.253403,0.007102552,6.7898264,0.49072075,7.882608,3.5322976,2.9973624,6.1484566,6.1554413,0.63581014,9.206852,4.2578325,4.3634806,30.387445,9.744955,15.400068,0.014837573,8.834023,0.81246316,10.116118
2022-11-08,3.024811,2.5590475,5.3427806,5.38512,0.46458897,8.162736,3.623652,3.7974224,27.870617,8.660871,13.762119,0.010562027,7.7856674,0.63396925,8.916036,2.5695624,2.1508372,4.612096,4.650511,0.32525563,7.15311,3.0383039,3.2605574,25.304245,7.605441,12.170844,0.0070954054,6.7810287,0.48609892,7.825311,3.535701,3.0060878,6.1475883,6.1643972,0.6349139,9.251157,4.264843,4.376135,30.435783,9.817277,15.437667,0.01481949,8.872045,0.80454975,10.124549
2022-11-09,3.016622,2.5673907,5.333218,5.4055157,0.46360797,8.190523,3.6212687,3.7989986,27.86491,8.687178,13.741939,0.010562959,7.7943974,0.6288606,8.875011,2.5524957,2.1560044,4.6040287,4.6644754,0.32411957,7.1588936,3.0446525,3.255909,25.25826,7.6409645,12.144674,0.007096357,6.7717037,0.48063347,7.7679596,3.5329852,3.0305386,6.130248,6.226848,0.6342229,9.304596,4.2607913,4.389789,30.469826,9.852392,15.430215,0.01479755,8.834932,0.80482054,10.09654
2022-11-10,3.005855,2.5747151,5.3249254,5.4254827,0.462698,8.217272,3.6181815,3.803062,27.853607,8.720665,13.725797,0.010557668,7.7985153,0.6229745,8.835712,2.535441,2.1565926,4.5807767,4.663303,0.32499078,7.195955,3.0317729,3.2434006,25.207563,7.636436,12.103582,0.007125748,6.78876,0.4743806,7.735039,3.5139575,3.0282776,6.139467,6.223854,0.63330525,9.350241,4.2577457,4.414668,30.518738,9.900097,15.50337,0.014744993,8.882084,0.7918,10.040951
2022-11-11,2.997999,2.583665,5.3185086,5.444295,0.46184132,8.249524,3.6163304,3.8046784,27.822369,8.755456,13.714083,0.0105600115,7.805881,0.6171347,8.79768,2.5229387,2.1668005,4.5814624,4.6988983,0.32193303,7.213246,3.0256567,3.243308,25.105747,7.6584773,12.04367,0.0070702992,6.7776895,0.46871844,7.691581,3.507416,3.0393338,6.1336265,6.2460747,0.63290435,9.390454,4.2576995,4.411029,30.54979,9.974446,15.482287,0.01465694,8.917699,0.782991,9.999784
2022-11-12,2.987866,2.5907347,5.3079414,5.4599085,0.460613,8.277498,3.6135328,3.8037868,27.82044,8.7786455,13.708133,0.010556926,7.8028975,0.6114327,8.766017,2.510699,2.1621845,4.550354,4.698143,0.32080796,7.2080007,3.0129266,3.23937,25.179878,7.6743336,12.037637,0.0070557874,6.758626,0.46634284,7.6449223,3.504426,3.0554047,6.114305,6.2595615,0.62877715,9.400425,4.2668176,4.4133396,30.498728,9.981811,15.483989,0.014693551,8.910949,0.7785737,9.945257
2022-11-13,2.9797802,2.597855,5.29801,5.4796824,0.45971605,8.307629,3.6112216,3.8049884,27.813211,8.807496,13.69531,0.010564263,7.800878,0.6062828,8.727372,2.503525,2.170448,4.547355,4.7364154,0.3199497,7.2315283,3.0142372,3.241824,25.157076,7.6937256,12.027951,0.007071373,6.7633815,0.4625306,7.6003847,3.5075247,3.0615034,6.1275287,6.306246,0.6302956,9.450683,4.277518,4.4213853,30.519682,9.986956,15.43098,0.014783318,8.879578,0.77383995,9.906645
2022-11-14,2.9712799,2.606928,5.289342,5.497941,0.45906577,8.33792,3.6064408,3.8044448,27.802425,8.839088,13.675825,0.0105649335,7.802449,0.60066104,8.695645,2.4890428,2.1852443,4.540312,4.75239,0.31904474,7.26761,3.0078158,3.2409728,25.135717,7.733491,12.029228,0.007128617,6.7803135,0.4565994,7.5670576,3.499778,3.073425,6.097193,6.3129506,0.63282675,9.510598,4.2467785,4.420287,30.5437,10.025947,15.377867,0.014804045,8.879419,0.76158667,9.886835
2022-11-15,2.9608936,2.6144795,5.279333,5.5165353,0.45824432,8.37186,3.6095939,3.8046625,27.77789,8.868632,13.663861,0.010563,7.806378,0.5952544,8.661828,2.4899635,2.192188,4.550279,4.7760305,0.31848744,7.3222556,3.0077438,3.2356641,25.175482,7.74903,12.070924,0.0071653593,6.793568,0.45410252,7.5274796,3.4724672,3.086617,6.0926147,6.304507,0.62820375,9.50374,4.261158,4.417039,30.446411,10.062003,15.38566,0.014784705,8.870157,0.75553256,9.840388
2022-11-16,2.9522157,2.6230843,5.270893,5.539557,0.45767194,8.399556,3.6071458,3.804316,27.766094,8.895321,13.655573,0.01056218,7.8067384,0.589673,8.621601,2.483024,2.2009466,4.530828,4.8019385,0.31781882,7.355432,3.015002,3.2559953,25.249523,7.766963,12.015457,0.0071778,6.8092027,0.44905165,7.547003,3.4619358,3.1035168,6.0893326,6.315515,0.62981516,9.500586,4.248775,4.392053,30.363632,10.055531,15.332057,0.014766006,8.878439,0.7461529,9.773329
2022-11-17,2.943557,2.629392,5.258755,5.5593805,0.45649475,8.431339,3.6039445,3.804522,27.748013,8.929529,13.652711,0.010556192,7.8095036,0.584291,8.578004,2.4772618,2.2016456,4.524523,4.8306475,0.31711608,7.3850846,3.0141857,3.2544832,25.370745,7.831658,12.045801,0.0071772397,6.8315215,0.44785747,7.5162573,3.4323502,3.1019852,6.040824,6.3498693,0.62805957,9.525186,4.251901,4.3879604,30.251238,10.099098,15.298698,0.014647287,8.866918,0.74149036,9.706291
2022-11-18,2.9346614,2.6364586,5.2476277,5.578227,0.45524007,8.468223,3.6019578,3.806054,27.725473,8.9584875,13.637905,0.010545601,7.8192563,0.5791862,8.5407095,2.4764333,2.2147038,4.537763,4.866714,0.31610253,7.453349,3.0139315,3.273952,25.381216,7.880918,12.073587,0.007192926,6.8525543,0.44407454,7.480048,3.4139671,3.104905,6.0175085,6.339493,0.62562,9.539174,4.247115,4.374227,30.210812,10.121729,15.229194,0.014606683,8.832713,0.7285839,9.628894
2022-11-19,2.927195,2.643108,5.2382345,5.5996294,0.45437604,8.503668,3.6015253,3.806233,27.706512,8.988299,13.619987,0.010544882,7.8215995,0.5735015,8.505588,2.4777675,2.2269905,4.535265,4.88788,0.31571454,7.485684,3.0177145,3.28087,25.45315,7.930129,12.1153,0.007226234,6.8735404,0.44012693,7.48733,3.4150004,3.1086762,6.020363,6.3739114,0.6245471,9.558145,4.235099,4.380761,30.035294,10.128472,15.158099,0.014573516,8.837655,0.72526073,9.564293
2022-11-20,2.9158342,2.6500442,5.2260027,5.617713,0.45342577,8.538014,3.5971236,3.8050323,27.69548,9.016645,13.6125145,0.010542816,7.823936,0.5676061,8.470076,2.472662,2.227665,4.538867,4.915168,0.31565526,7.541453,3.0259469,3.2802038,25.553009,7.981933,12.188798,0.0072490075,6.9156833,0.43655437,7.4942217,3.3930316,3.1084967,5.973427,6.350121,0.6249332,9.577405,4.2019725,4.3697033,29.900661,10.123943,15.102187,0.014582088,8.793862,0.71672803,9.488502
2022-11-21,2.90641,2.6513863,5.225544,5.6388183,0.45254236,8.590148,3.5949275,3.7946641,27.690384,9.047183,13.57361,0.0105448235,7.8321843,0.5636609,8.427993,2.4644983,2.2225113,4.541857,4.9382234,0.31326544,7.5820074,3.0134256,3.2662659,25.479156,7.9828315,12.096332,0.007262236,6.8926663,0.43276605,7.42419,3.3825252,3.1127486,5.9965515,6.413503,0.6243061,9.645106,4.220588,4.3694625,29.978382,10.145854,15.115897,0.014562429,8.823084,0.7090527,9.474566
2022-11-22,2.8957517,2.6490312,5.226701,5.657705,0.4512584,8.640251,3.5889275,3.784195,27.698309,9.077062,13.540893,0.010541122,7.83996,0.5596565,8.379767,2.4586463,2.2215853,4.522759,4.9296775,0.30950415,7.6023564,3.0151145,3.2572675,25.408632,7.9878874,12.063113,0.0072716824,6.881369,0.43017766,7.3929415,3.3708858,3.1240196,6.0049767,6.4228296,0.6256552,9.712183,4.199266,4.348575,30.03009,10.199892,15.111563,0.014600349,8.847927,0.7045838,9.438666
2022-11-23,2.88606,2.6491823,5.228365,5.6765327,0.45009282,8.687689,3.5869234,3.7742183,27.702024,9.106695,13.50334,0.010541407,7.8444147,0.55619186,8.337726,2.442657,2.22036,4.5098143,4.953075,0.30978978,7.655916,3.0099287,3.2508879,25.441248,8.031755,11.994352,0.007280551,6.869825,0.4280466,7.357067,3.3765275,3.1359553,5.997776,6.473551,0.6244019,9.740895,4.21815,4.3396993,30.046791,10.252777,15.054425,0.014521851,8.865729,0.702966,9.383225
2022-11-24,2.8754935,2.6481984,5.2287664,5.6916294,0.44929576,8.736,3.5860698,3.7614915,27.720758,9.134636,13.461481,0.010545258,7.843705,0.553088,8.298843,2.4421628,2.226763,4.5135846,4.96762,0.3090711,7.7213936,3.018277,3.246141,25.427544,8.071393,11.954645,0.007315491,6.8777456,0.42579156,7.330594,3.3530972,3.1246567,6.001261,6.457486,0.6229816,9.819992,4.2044034,4.3119984,30.005997,10.269221,15.023266,0.014578989,8.864752,0.6980152,9.346581
2022-11-25,2.8655162,2.647232,5.2299137,5.70688,0.44845882,8.796051,3.5824883,3.7511933,27.714554,9.167894,13.422142,0.010542807,7.8539715,0.5493485,8.253832,2.4456556,2.2253315,4.514775,4.9895186,0.30725476,7.787055,3.0192287,3.2448313,25.42226,8.113894,11.94183,0.00731185,6.9342656,0.4225428,7.2966447,3.3388681,3.125124,6.00657,6.485555,0.6202232,9.880293,4.206604,4.2940984,30.034838,10.329336,14.944078,0.014548942,8.884687,0.6936695,9.292808
2022-11-26,2.8546472,2.6487377,5.2290654,5.7244277,0.44726408,8.844497,3.5776947,3.742278,27.70986,9.202718,13.389073,0.010536426,7.861351,0.5458501,8.21201,2.4383245,2.2253964,4.5192347,4.9967885,0.30864835,7.866612,3.0176394,3.2495928,25.451582,8.1839485,11.968391,0.0073539484,6.9321504,0.4211801,7.27678,3.3216233,3.1123881,5.9921136,6.482371,0.61854476,9.909121,4.1954346,4.272951,29.9902,10.323103,14.880429,0.014425548,8.873549,0.6911113,9.236049
2022-11-27,2.8433,2.6489477,5.2279696,5.742257,0.4459228,8.894496,3.573207,3.7325122,27.72417,9.230999,13.356588,0.010536765,7.864144,0.54217255,8.162783,2.4386008,2.241696,4.529703,5.0393744,0.30825606,7.9390397,3.003911,3.2421775,25.564125,8.223007,11.981909,0.0073501947,6.9442005,0.42059976,7.2420926,3.2937772,3.1042743,5.976126,6.4870996,0.6168501,9.921138,4.177777,4.2685704,29.885519,10.32231,14.784558,0.014369966,8.846758,0.6852068,9.12838
2022-11-28,2.8270817,2.6414044,5.2061872,5.7576137,0.4447399,8.937263,3.5684717,3.7178054,27.784481,9.233887,13.348227,0.010529818,7.8825235,0.5391437,8.100627,2.4169066,2.2298512,4.497497,5.022821,0.30644545,7.966954,3.0024285,3.2245796,25.569872,8.185647,11.952025,0.0073803007,6.9519534,0.41750586,7.1527743,3.277333,3.0991595,5.9659286,6.5125384,0.61927235,10.004071,4.170897,4.2509875,30.071905,10.367984,14.804788,0.014307542,8.883405,0.6833965,9.108658
2022-11-29,2.8108294,2.6331816,5.1863585,5.7750716,0.4437959,8.98157,3.5624452,3.709005,27.844402,9.237876,13.326231,0.0105263395,7.8996153,0.5358317,8.043271,2.4064488,2.2232862,4.490332,5.0466404,0.30578285,8.023575,3.0002923,3.2219024,25.590727,8.165191,11.915674,0.0073730196,6.9684944,0.4142555,7.092616,3.2652664,3.0802913,5.9335923,6.5252223,0.6168631,10.003909,4.1801834,4.2417383,30.13877,10.390511,14.822075,0.014318619,8.912367,0.6793713,9.052257
2022-11-30,2.796369,2.6253672,5.1658792,5.791558,0.442262,9.026616,3.5567474,3.6963542,27.89303,9.240397,13.319537,0.010520551,7.917506,0.5325904,7.9852743,2.3915005,2.2185705,4.473733,5.050286,0.30347687,8.035841,2.9907622,3.2143188,25.558025,8.157715,11.891251,0.007400072,6.9761524,0.4096075,7.048126,3.2501168,3.064423,5.9224887,6.5624704,0.61828125,10.101495,4.1733036,4.2300067,30.26691,10.402482,14.812817,0.014335095,8.929698,0.674018,8.989049
2022-12-01,2.7829695,2.6187153,5.145135,5.806991,0.4409649,9.07187,3.549565,3.6847723,27.940714,9.245985,13.308723,0.010519227,7.9325356,0.52950346,7.931041,2.3783185,2.2095635,4.4603324,5.085589,0.303191,8.081038,2.9932299,3.2015748,25.640545,8.168892,11.873357,0.0074189166,6.996379,0.40797725,6.981062,3.2349072,3.0627124,5.8785696,6.566677,0.61596704,10.14991,4.156336,4.207294,30.348164,10.433846,14.8107815,0.014342344,8.924426,0.66917914,8.924152
2022-12-02,2.769096,2.6100929,5.1253924,5.823469,0.4396379,9.116155,3.5453205,3.674292,27.99615,9.246494,13.299635,0.010514656,7.9488783,0.5270349,7.8678393,2.3695965,2.2100112,4.4526343,5.0967684,0.30148873,8.104208,2.9927678,3.1926355,25.694117,8.183792,11.896952,0.0074300137,7.03456,0.40675336,6.9507556,3.2219365,3.0380619,5.835658,6.585668,0.61695653,10.200956,4.1516657,4.2016816,30.359692,10.386676,14.802467,0.014303131,8.957869,0.6688618,8.8615055
2022-12-03,2.7533,2.6020617,5.1056013,5.842628,0.4383796,9.1577425,3.5397484,3.6627452,28.043365,9.247993,13.289011,0.01050152,7.9678917,0.5238342,7.815219,2.366155,2.1979628,4.4448433,5.136545,0.30093068,8.150897,2.9850512,3.1821072,25.797722,8.202796,11.963086,0.0074339807,7.071896,0.40355307,6.891697,3.2020872,3.036142,5.8203635,6.604316,0.6155415,10.248403,4.1539555,4.1895967,30.29985,10.377004,14.733288,0.014293492,8.927906,0.66673774,8.767355
2022-12-04,2.7394247,2.593985,5.086486,5.8563395,0.43722555,9.205296,3.534778,3.6511416,28.082663,9.245799,13.285114,0.010494809,7.9843493,0.5210925,7.7658067,2.3517976,2.1952972,4.428296,5.151805,0.3005368,8.229506,2.9827173,3.1738307,25.966381,8.219754,11.975821,0.007477749,7.1127787,0.40218523,6.8701873,3.183031,3.0291464,5.791363,6.608848,0.6132268,10.276457,4.1361184,4.1598415,30.312819,10.357858,14.720251,0.014294086,8.932354,0.6614313,8.683323
2022-12-05,2.735048,2.5905702,5.0831738,5.869456,0.43669385,9.245492,3.5414207,3.6448526,28.04653,9.298729,13.183117,0.01050469,8.017296,0.5195521,7.7775717,2.3396292,2.193518,4.4106765,5.1507974,0.29813406,8.248016,2.9868805,3.160299,25.878992,8.256232,11.837302,0.007501016,7.0991874,0.39904094,6.875237,3.1648922,3.0260682,5.7981873,6.6145062,0.61171013,10.315485,4.139004,4.173758,30.34204,10.438938,14.592714,0.01430445,8.982633,0.6597617,8.71973
2022-12-06,2.7320144,2.5863597,5.0776796,5.8791466,0.4359284,9.290493,3.5468094,3.642388,28.020931,9.346585,13.077094,0.010514739,8.046458,0.51774395,7.789877,2.3364437,2.1924107,4.403349,5.1728554,0.297853,8.277618,2.9970634,3.1577919,25.8037,8.268182,11.703963,0.0074835485,7.0831885,0.39765024,6.8543196,3.1646962,3.0257356,5.8030844,6.6363826,0.6054906,10.377708,4.1550646,4.1772985,30.333155,10.50889,14.548093,0.01426456,9.033245,0.6564285,8.762262
2022-12-07,2.7282267,2.5822945,5.0745983,5.8946204,0.4353804,9.326146,3.5535145,3.6379502,27.99725,9.397494,12.972074,0.010534005,8.074035,0.5157827,7.8000946,2.3285758,2.1842356,4.4024305,5.1822987,0.29721978,8.300437,3.004029,3.1447146,25.748936,8.335886,11.617048,0.007489017,7.1447706,0.3975802,6.8739376,3.158557,3.0076087,5.7948403,6.632147,0.605919,10.416456,4.1508045,4.154546,30.39886,10.553573,14.435972,0.014295993,9.036309,0.65307385,8.78068
2022-12-08,2.7216272,2.5777562,5.0712585,5.906363,0.4347822,9.368712,3.5598476,3.6340225,27.956211,9.448385,12.871029,0.010548733,8.111194,0.5136699,7.814606,2.324781,2.181878,4.407199,5.2135773,0.2954899,8.331423,3.0154812,3.1503305,25.716555,8.366767,11.497196,0.007500339,7.181737,0.39734897,6.8695602,3.148004,3.0131145,5.7770724,6.6531153,0.6074528,10.46536,4.1605506,4.159106,30.304674,10.601352,14.315335,0.0142978765,9.079755,0.65170676,8.820601
2022-12-09,2.7159238,2.5743551,5.0668974,5.9199686,0.43385983,9.415537,3.5671034,3.629477,27.932617,9.498203,12.763454,0.010565307,8.138873,0.51197666,7.8212037,2.3280365,2.1798463,4.404945,5.2200084,0.29629603,8.386419,3.0198298,3.1465178,25.744942,8.433952,11.4155035,0.007519779,7.2074504,0.3967552,6.8705797,3.1461983,3.0035207,5.777925,6.651873,0.605846,10.48439,4.154157,4.1524434,30.231289,10.636466,14.161271,0.0142802745,9.105863,0.6498479,8.815532
2022-12-10,2.7132897,2.570209,5.064112,5.9377666,0.43303078,9.461047,3.5710316,3.6238306,27.87809,9.556842,12.661735,0.010587295,8.172618,0.510397,7.835433,2.3319395,2.1861498,4.404745,5.2519355,0.29568458,8.443992,3.0303698,3.126857,25.714424,8.481052,11.342648,0.007515584,7.268165,0.39402497,6.931488,3.1315858,2.98995,5.757067,6.689538,0.6056667,10.51326,4.1579566,4.1478405,30.136574,10.681235,13.991981,0.014284368,9.113443,0.643708,8.771073
2022-12-11,2.708824,2.567527,5.0565424,5.9495144,0.4320734,9.504488,3.577466,3.619628,27.84293,9.605965,12.562716,0.010611844,8.2064,0.50899124,7.846341,2.3225434,2.1825006,4.410685,5.2771482,0.29476047,8.520033,3.0327418,3.141864,25.763538,8.525313,11.276161,0.007586506,7.3127337,0.3930301,6.9534397,3.1294818,2.9762383,5.753018,6.703978,0.60221916,10.551329,4.16032,4.13634,30.027431,10.719109,13.87722,0.014374868,9.145619,0.642685,8.805205
2022-12-12,2.7006936,2.5717092,5.0326037,5.969403,0.4316984,9.565874,3.5772688,3.6101167,27.766592,9.682461,12.437836,0.01063048,8.22952,0.50765485,7.905943,2.314481,2.188256,4.3846564,5.2584186,0.2953826,8.537408,3.0374088,3.1275697,25.603327,8.577047,11.160182,0.0076191607,7.3030205,0.3931879,6.998984,3.1276896,2.9881992,5.73641,6.7400975,0.60026675,10.660488,4.146187,4.1302385,29.993296,10.85783,13.751015,0.014399158,9.196789,0.64100105,8.875596
2022-12-13,2.6900995,2.5738635,5.014823,5.98575,0.43124062,9.614708,3.5743728,3.6019258,27.695597,9.758848,12.318055,0.010654531,8.255174,0.506639,7.9682603,2.301246,2.1913023,4.365221,5.2811418,0.293077,8.58985,3.0416074,3.116986,25.524,8.667164,11.034545,0.007632966,7.3282146,0.39210576,7.063312,3.1153953,2.992366,5.709059,6.770721,0.6002949,10.713306,4.164875,4.1321797,29.950645,10.910284,13.695391,0.014387896,9.225329,0.64065313,8.940705
2022-12-14,2.6801965,2.5755587,4.9958615,6.005886,0.43068835,9.676257,3.5749235,3.5924037,27.605247,9.83706,12.199583,0.010684001,8.278446,0.50569445,8.031503,2.2937624,2.1934016,4.3541183,5.307231,0.2936163,8.623239,3.0441356,3.1146798,25.30355,8.741568,10.893444,0.007649439,7.343508,0.39378214,7.12429,3.0978923,2.9899702,5.689293,6.81635,0.6001235,10.817523,4.167634,4.128304,29.881092,11.015053,13.569659,0.014408212,9.279757,0.63921523,8.970651
2022-12-15,2.6679528,2.575362,4.973774,6.0238814,0.42999107,9.726755,3.572633,3.581831,27.538877,9.921874,12.083849,0.010702515,8.299161,0.5045728,8.088789,2.276742,2.1957607,4.3488374,5.3147097,0.294065,8.694215,3.0420732,3.1086519,25.314034,8.801936,10.7839775,0.0076290295,7.3579407,0.39319894,7.1680574,3.0813818,2.9913669,5.665823,6.8214746,0.6006584,10.843272,4.1697073,4.1136346,29.846031,11.0911255,13.429115,0.014421757,9.291829,0.6360434,9.045323
2022-12-16,2.6589499,2.5777874,4.956508,6.0396714,0.42939425,9.78624,3.5716698,3.57382,27.437046,10.004737,11.968608,0.01071815,8.325986,0.50341755,8.155465,2.2869146,2.1996605,4.332555,5.340607,0.29317188,8.7709465,3.0446296,3.1023407,25.197271,8.905339,10.723099,0.0076344428,7.404305,0.39185062,7.229029,3.0736408,2.9894156,5.6494427,6.8204217,0.5969885,10.919659,4.1604943,4.0964932,29.78157,11.160961,13.28791,0.01443761,9.324352,0.63728213,9.124934
2022-12-17,2.646967,2.5784335,4.935699,6.0579877,0.4289421,9.840815,3.5676022,3.563591,27.372486,10.086062,11.84501,0.010726838,8.344221,0.5016783,8.219774,2.2811334,2.1965182,4.318878,5.34925,0.29362318,8.82745,3.0426507,3.0995097,25.172478,9.014268,10.633321,0.0076226247,7.430014,0.39155143,7.3091106,3.046503,2.9820318,5.610353,6.8247304,0.59781307,10.98828,4.1572275,4.0617843,29.64023,11.211867,13.082194,0.014418288,9.34329,0.6322655,9.171967
2022-12-18,2.6361775,2.5798273,4.9193,6.074203,0.4285417,9.907595,3.5647426,3.5542753,27.285671,10.170867,11.72477,0.010734162,8.361008,0.50033194,8.2819605,2.2740004,2.2084308,4.319929,5.385701,0.29296356,8.91247,3.0513701,3.094793,25.235397,9.097677,10.542686,0.007658998,7.4486437,0.39138743,7.394625,3.0292559,2.987649,5.563813,6.8102946,0.59728557,11.010284,4.1347094,4.0535007,29.4924,11.302476,12.933886,0.014410667,9.332572,0.62955844,9.216265
2022-12-19,2.6245718,2.5833557,4.898166,6.0926294,0.42775273,9.962742,3.5608246,3.542279,27.205927,10.2568,11.611746,0.01074639,8.384413,0.4989729,8.33908,2.2719235,2.2218258,4.3186126,5.410878,0.29117218,8.97941,3.0565608,3.0970383,25.290802,9.222005,10.500117,0.0076606083,7.513073,0.39143315,7.466196,3.0143762,2.983263,5.534054,6.8113065,0.5943278,11.006132,4.1146183,4.030421,29.243473,11.325546,12.743293,0.014392506,9.320084,0.6272649,9.23322
2022-12-20,2.6146634,2.5841541,4.877347,6.1111836,0.42702305,10.02049,3.5572934,3.5327811,27.123516,10.342369,11.493437,0.010765583,8.403299,0.49806806,8.403616,2.2665036,2.2288268,4.3065734,5.4453025,0.28959203,9.100687,3.0710444,3.0944479,25.36262,9.38966,10.430827,0.0076668076,7.566797,0.38970864,7.5816145,2.9897401,2.984584,5.469875,6.801621,0.59199744,10.977973,4.1089573,4.006901,29.00423,11.350277,12.56939,0.014375373,9.284084,0.6248977,9.250321
2022-12-21,2.6196136,2.598464,4.902927,6.111256,0.42701083,10.160666,3.5481446,3.5149434,26.974916,10.426877,11.459236,0.0107988855,8.364029,0.49870637,8.382425,2.267937,2.245001,4.335327,5.473031,0.28778446,9.237471,3.053348,3.0850677,25.142193,9.461348,10.370295,0.007691545,7.5190105,0.3904241,7.563363,2.99237,2.9954531,5.5244207,6.7916813,0.595366,11.143673,4.0920305,3.9866614,28.837326,11.426738,12.589295,0.01441568,9.234302,0.62354386,9.2414665
2022-12-22,2.6239493,2.6111953,4.9304447,6.114079,0.42669246,10.290404,3.5418596,3.4975708,26.824013,10.513412,11.428549,0.01081728,8.332176,0.49972934,8.355111,2.2715447,2.2516353,4.364803,5.474769,0.28742957,9.350407,3.0537114,3.06236,25.07501,9.5389,10.361301,0.007752628,7.490354,0.39143422,7.5439363,3.0047405,3.0063982,5.5576544,6.8003373,0.5945443,11.285106,4.0931797,3.9738245,28.65855,11.516428,12.536979,0.014329229,9.21444,0.6258033,9.206385
