date,Alternativet,Dansk_Folkeparti,Det_Konservative_Folkeparti,Enhedslisten,Klaus_Riskær_Pedersen,Kristendemokraterne,Liberal_Alliance,Nye_Borgerlige,Radikale_Venstre,Socialdemokratiet,Socialistisk_Folkeparti,Stram_Kurs,Veganerpartiet,Venstre,other
2020-05-21,0.8104212604939476,7.17911795532866,7.524851563915432,7.351444765849187,0.505262502115982,0.6241428136289809,2.1260640186820776,4.683849849443775,7.2609952127460895,33.709236784960886,7.142290601597673,1.1630069011770057,,19.3699957526176,0.8505591886883406
2020-05-22,0.8076810285718894,7.156504247098663,7.533347505470176,7.346419600571781,0.4965509657683533,0.6115926913997888,2.1520925728761933,4.7257691044286565,7.249377097417965,33.72807069772721,7.14171273950948,1.1400759169952748,,19.33612153808434,0.857029520218985
2020-05-23,0.8055885510233186,7.136260211089968,7.5355802609478655,7.350269650965176,0.4833548279391593,0.6228255922505981,2.170211394234473,4.759181849741545,7.249529788403144,33.73131542426531,7.136587332741043,1.129840067180674,,19.308610317937116,0.8530805455980224
2020-05-24,0.804131209359531,7.103094275286274,7.546241456320489,7.357110586379753,0.481939438543101,0.6260589772072717,2.190000019328,4.794925216000911,7.250344480870732,33.756726892442494,7.149132741495674,1.111155732198409,,19.284155582558085,0.8659277292492479
2020-05-25,0.8136963925087385,7.079726906019817,7.545870746159559,7.3590643299287875,0.4719563574541453,0.6213322148324362,2.202135839362439,4.83536705093809,7.238865194260661,33.755100246052834,7.146384726645847,1.0943655595231183,,19.264454509225352,0.8581819570984562
2020-05-26,0.8232192406662722,7.072331850709468,7.534113997935985,7.359488165997869,0.4552262913783288,0.6362991363769572,2.216505906262268,4.888985802113479,7.226476375164965,33.761219993324644,7.140623211014035,1.0915598407385292,,19.2446649806959,0.8598868334617641
2020-05-27,0.81380317592296,7.054688240549784,7.537581164474685,7.367719516291765,0.4468776288507465,0.6379359632251926,2.220892576165191,4.920748003384246,7.220545938106198,33.75756600889841,7.151058381310882,1.0659475653709487,,19.2199351153429,0.8523502331331099
2020-05-28,0.8096267580937309,7.048748086152255,7.544957015225028,7.377413264018992,0.4327414471102203,0.6403512780084242,2.247329222532544,4.947890628064488,7.215900427355187,33.753710434617055,7.155246012737647,1.05504886063366,,19.189839022200413,0.8555557578350206
2020-05-29,0.8032449705264391,7.046483589695088,7.555705326187173,7.393976812877469,0.4207964090367017,0.637945508658716,2.2478495885888305,4.984207390916565,7.205136843319507,33.75642275054277,7.15623171789645,1.0417714566220115,,19.172132699864637,0.8488541969716411
2020-05-30,0.7952423695347555,7.026493343848037,7.573894874098603,7.405222252085678,0.4235833546050562,0.6522631500796783,2.2416736302946454,5.020605570785257,7.203053185461391,33.76122526777794,7.149523014414399,1.0248200622208743,,19.14586209637584,0.8506370438995312
